antecedents,consequents,support,confidence,lift
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_choroby:tak', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_choroby:tak', 'dodatkowe_metody:medytacja', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_operacja_zwiadowcza:nie', 'Czy_dieta_własna:tak', 'Czy_inne_choroby:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_operacja_zwiadowcza:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_dietetyk:tak', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_choroby:tak', 'dodatkowe_metody:medytacja', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_dietetyk:tak', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_dietetyk:tak', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_dietetyk:tak', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_dietetyk:tak', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Czy_inne_choroby:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_operacja_zwiadowcza:nie', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_operacja_zwiadowcza:nie', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_inne_choroby:tak', 'dodatkowe_metody:medytacja', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_choroby:tak', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_inne_metody:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'dodatkowe_metody:medytacja', 'Czy_dieta_własna:tak', 'Czy_Fizjoterapeuta_po_operacji:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'dodatkowe_metody:medytacja', 'Czy_inne_choroby:tak', 'Czy_dietetyk:tak', 'Czy_dieta_własna:tak'})",frozenset({'Specific_Symptom:problemy z układem moczowym'}),0.0967741935483871,1.0,7.75
