antecedents,consequents,support,confidence,lift
"frozenset({'rozpoznania_pooperacyjne:głęboko naciekająca endometrioza (die)', 'Grupa_wiekowa:40-49 lat', 'Czy_operacja_zwiadowcza:nie', 'Rodzaj_operacji:laparoskopia'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:endometrioza', 'Rodzaj_operacji:laparoskopia', 'Grupa_wiekowa:40-49 lat', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Czy_operacja_zwiadowcza:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Ile_po_operacji:do pół roku'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Rodzaj_operacji:laparoskopia', 'Czy_operacja_zwiadowcza:nie', 'Ile_po_operacji:do pół roku'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Czy_operacja_zwiadowcza:nie', 'Czy_warzywa_i_owoce_5_porcji:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Okres_dietetyk:ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Czy_warzywa_i_owoce_5_porcji:nie', 'Czy_operacja_zwiadowcza:nie', 'Ile_po_operacji:do pół roku'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Rodzaj_operacji:laparoskopia', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:endometrioza jajnika'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_warzywa_i_owoce_5_porcji:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:endometrioza jajnika'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_operacja_zwiadowcza:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:endometrioza jajnika'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'rozpoznania_pooperacyjne:endometrioza jajnika', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Czy_inne_choroby:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Rodzaj_operacji:laparoskopia', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Ile_po_operacji:do pół roku'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):1', 'Rodzaj_operacji:laparoskopia', 'Czy_dietetyk:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'rozpoznania_pooperacyjne:zrosty', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'rozpoznania_pooperacyjne:zrosty', 'Ile_operacji:2', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Rodzaj_operacji:laparoskopia', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Czy_warzywa_i_owoce_5_porcji:nie', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:endometrioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):1', 'Czy_operacja_zwiadowcza:nie', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_operacja_zwiadowcza:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'rozpoznania_pooperacyjne:mięśniaki macicy', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_operacja_zwiadowcza:nie', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Czy_operacja_zwiadowcza:nie', 'rozpoznania_pooperacyjne:zrosty', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Czy_operacja_zwiadowcza:nie', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.10526315789473684,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Czy_operacja_zwiadowcza:nie', 'Ile_operacji:3', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Czy_operacja_zwiadowcza:nie', 'Ile_operacji:2', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Grupa_wiekowa:40-49 lat', 'Czy_operacja_zwiadowcza:nie', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Czy_operacja_zwiadowcza:nie', 'Ile_po_operacji:do pół roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Ile_po_operacji:do pół roku', 'Czy_warzywa_i_owoce_5_porcji:nie', 'Czy_operacja_zwiadowcza:nie', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'rozpoznania_pooperacyjne:endometrioza jajnika', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'rozpoznania_pooperacyjne:endometrioza jajnika', 'Czy_operacja_zwiadowcza:nie', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'rozpoznania_pooperacyjne:endometrioza jajnika', 'Ile_po_operacji:od pół roku do 1 roku', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):1', 'Czy_dietetyk:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Czy_inne_choroby:tak', 'Rodzaj_operacji:laparoskopia', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:endometrioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):1', 'Czy_dietetyk:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_warzywa_i_owoce_5_porcji:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'rozpoznania_pooperacyjne:endometrioza jajnika', 'Czy_operacja_zwiadowcza:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:endometrioza', 'Czy_inne_choroby:tak', 'Czy_operacja_zwiadowcza:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_operacja_zwiadowcza:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Rodzaj_operacji:laparoskopia', 'Czy_operacja_zwiadowcza:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.08771929824561403,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Czy_inne_metody:nie', 'Czy_inne_choroby:tak', 'rozpoznania_pooperacyjne:endometrioza jajnika'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'rozpoznania_pooperacyjne:endometrioza jajnika', 'Czy_inne_choroby:tak', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Czy_inne_choroby:tak', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Rodzaj_operacji:laparoskopia', 'Czy_inne_choroby:tak', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Zdrowe_srodowisko (0 Nie, 1 Tak):1', 'Czy_inne_choroby:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):1', 'Czy_inne_choroby:nie', 'Czy_operacja_zwiadowcza:nie', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Czy_inne_choroby:nie', 'Czy_operacja_zwiadowcza:nie', 'Ile_po_operacji:do pół roku'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Rodzaj_operacji:laparoskopia', 'Grupa_wiekowa:40-49 lat', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_choroby:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Grupa_wiekowa:40-49 lat', 'Czy_operacja_zwiadowcza:nie', 'Czy_inne_choroby:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_dietetyk:tak', 'Czy_warzywa_i_owoce_5_porcji:tak', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Okres_dietetyk:ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_dietetyk:tak', 'Czy_operacja_zwiadowcza:nie', 'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'Ile_operacji:4'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_dietetyk:tak', 'Czy_inne_choroby:tak', 'Czy_warzywa_i_owoce_5_porcji:tak', 'Okres_dietetyk:ciągle do pół roku po operacji'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'rozpoznania_pooperacyjne:adenomioza', 'Czy_warzywa_i_owoce_5_porcji:tak', 'Okres_fizjoterapeuta:byłam kilka razy u osteopaty/fizjoterapeuty w okresie do pół roku po operacji.', 'zakres_operacji:adhezioliza'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Zdrowe_srodowisko (0 Nie, 1 Tak):0', 'BMI_kategoria:wartość prawidłowa', 'Aktywnosc_fizyczna:ćwiczę 2 razy w tygodniu i/lub średnio robię więcej niż 5 tys kroków dziennie.', 'Czy_operacja_zwiadowcza:nie', 'rozpoznania_pooperacyjne:zrosty'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Grupa_wiekowa:30-39 lat', 'Czy_inne_choroby:tak', 'Czy_warzywa_i_owoce_5_porcji:nie', 'Czy_dietetyk:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_dietetyk:nie', 'BMI_kategoria:nadwaga', 'Czy_dieta_własna:tak', 'Czy_operacja_zwiadowcza:nie'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Grupa_wiekowa:30-39 lat', 'Czy_operacja_zwiadowcza:nie', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Grupa_wiekowa:30-39 lat', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_operacja_zwiadowcza:nie', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Grupa_wiekowa:30-39 lat', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_operacja_zwiadowcza:nie', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Czy_inne_choroby:tak', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Grupa_wiekowa:30-39 lat', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Czy_inne_choroby:tak', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_dietetyk:nie', 'Grupa_wiekowa:30-39 lat', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_dietetyk:nie', 'Czy_operacja_zwiadowcza:nie', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_metody:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_dietetyk:nie', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_dietetyk:nie', 'Grupa_wiekowa:30-39 lat', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
"frozenset({'Czy_inne_choroby:tak', 'Czy_Fizjoterapeuta_po_operacji:nie', 'Czy_leczenie_hormonalne:tak -> ciągle do pół roku po operacji', 'Czy_dietetyk:nie', 'BMI_kategoria:nadwaga'})",frozenset({'Czy_dolegliwosci:nie'}),0.07017543859649122,1.0,2.1923076923076925
